event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index,strategy
1089_832_1,1089,832,6,14,2022,16,Italian Grand Prix,Ferrari,Autodromo Nazionale di Monza,30,1,23728,53,18,4,175.0,376.0,4779,30.0,23,2.513,6.199,0,540.6666666666715,14,0,0,8.0,0.5660377358490566,0.5660377358490566,0.42356517002096516,Standard
1089_844_3,1089,844,6,14,2022,16,Italian Grand Prix,Ferrari,Autodromo Nazionale di Monza,48,3,23719,53,1,2,201.0,376.0,34056,15.0,5,23.159,57.389,1,646.3333333333285,-1,1,7,1.0,0.9056603773584906,0.2830188679245283,0.05851895529577373,Standard
1091_825_2,1091,825,210,15,2022,17,Singapore Grand Prix,Haas F1 Team,Marina Bay Street Circuit,33,2,32603,59,9,14,22.0,34.0,9025,26.0,26,3.481,41.581,0,66.0,-5,3,3,12.0,0.559322033898305,0.4406779661016949,0.24664912499543185,Standard
1092_815_1,1092,815,9,22,2022,18,Japanese Grand Prix,Red Bull,Suzuka Circuit,2,1,392517,28,4,3,235.0,576.0,55580,2.0,26,2.352,1.515,1,0.0,1,2,3,-11.5,0.07142857142857142,0.07142857142857142,0.6959436697239001,Emergency
1092_825_2,1092,825,210,22,2022,18,Japanese Grand Prix,Haas F1 Team,Suzuka Circuit,7,2,25594,28,18,11,22.0,34.0,0,5.0,21,2.189,0.893,0,33264.66666666666,7,7,11,-12.0,0.25,0.17857142857142858,0.8418399420750511,Undercut
1092_830_2,1092,830,9,22,2022,18,Japanese Grand Prix,Red Bull,Suzuka Circuit,7,2,24308,28,1,1,341.0,576.0,2104,5.0,21,,1.267,0,42524.0,0,0,4,-12.0,0.25,0.17857142857142858,,Standard
1092_840_3,1092,840,117,22,2022,18,Japanese Grand Prix,Aston Martin,Suzuka Circuit,19,3,23870,28,19,12,13.0,37.0,4471,12.0,9,3.848,1.01,0,1633.3333333333285,7,0,1,-2.0,0.6785714285714286,0.42857142857142855,0.7037830648736516,Standard
1092_854_2,1092,854,210,22,2022,18,Japanese Grand Prix,Haas F1 Team,Suzuka Circuit,11,2,24608,28,15,13,12.0,34.0,6968,9.0,17,1.081,1.121,0,619.6666666666715,2,0,1,-8.0,0.39285714285714285,0.32142857142857145,0.952013921787593,Undercut
1092_855_2,1092,855,51,22,2022,18,Japanese Grand Prix,Alfa Romeo,Suzuka Circuit,9,2,24563,28,14,7,6.0,52.0,2170,7.0,19,1.887,0.472,0,1423.3333333333285,7,0,12,-10.0,0.32142857142857145,0.25,1.0257281516844625,Undercut
1093_815_1,1093,815,9,69,2022,19,United States Grand Prix,Red Bull,Circuit of the Americas,14,1,23403,56,9,1,253.0,619.0,340,14.0,42,,5.43,0,1096.0,8,0,3,-1.0,0.25,0.25,,Standard
1093_840_1,1093,840,117,69,2022,19,United States Grand Prix,Aston Martin,Circuit of the Americas,15,1,25417,56,5,3,13.0,45.0,896,15.0,41,2.533,0.911,0,1660.0,2,0,4,0.0,0.26785714285714285,0.26785714285714285,0.806331807908776,Undercut
1094_840_1,1094,840,117,32,2022,20,Mexico City Grand Prix,Aston Martin,Autódromo Hermanos Rodríguez,17,1,23509,71,20,17,13.0,49.0,4086,17.0,54,1.917,1.816,0,432.6666666666715,3,0,0,0.0,0.23943661971830985,0.23943661971830985,0.6979316000249323,Standard
1094_847_1,1094,847,131,32,2022,20,Mexico City Grand Prix,Mercedes,Autódromo Hermanos Rodríguez,34,1,22795,71,2,1,218.0,416.0,3829,34.0,37,,4.292,0,266.0,1,0,1,17.0,0.4788732394366197,0.4788732394366197,,Overcut
1094_849_2,1094,849,3,32,2022,20,Mexico City Grand Prix,Williams,Autódromo Hermanos Rodríguez,52,2,24039,71,18,19,2.0,8.0,3652,29.0,19,21.418,,0,525.0,-1,0,0,-2.0,0.7323943661971831,0.4084507042253521,,Standard
1094_852_1,1094,852,213,32,2022,20,Mexico City Grand Prix,AlphaTauri,Autódromo Hermanos Rodríguez,29,1,22468,71,13,12,12.0,35.0,3451,29.0,42,0.786,2.913,0,250.33333333332848,1,2,3,12.0,0.4084507042253521,0.4084507042253521,0.8154688094269854,Overcut
1095_20_2,1095,20,117,18,2022,21,São Paulo Grand Prix,Aston Martin,Autódromo José Carlos Pace,45,2,24028,71,9,7,36.0,49.0,4419,19.0,26,1.82,6.74,0,606.0,2,1,2,2.5,0.6338028169014085,0.2676056338028169,0.48380889548628286,Standard
1095_4_3,1095,4,214,18,2022,21,São Paulo Grand Prix,Alpine F1 Team,Autódromo José Carlos Pace,52,3,23790,71,17,5,71.0,153.0,8935,17.0,19,35.1,7.694,0,414.0,12,0,0,2.0,0.7323943661971831,0.23943661971830985,0.1427226851772197,Standard
1095_844_2,1095,844,6,18,2022,21,São Paulo Grand Prix,Ferrari,Autódromo José Carlos Pace,21,2,23172,71,5,16,275.0,487.0,5441,14.0,50,3.069,10.53,0,1969.0,-11,0,3,-2.5,0.29577464788732394,0.19718309859154928,0.3324908980110441,Standard
1095_848_1,1095,848,3,18,2022,21,São Paulo Grand Prix,Williams,Autódromo José Carlos Pace,4,1,24361,71,19,18,4.0,8.0,11664,4.0,67,2.253,,1,1983.0,1,0,0,-6.0,0.056338028169014086,0.056338028169014086,,Standard
1096_4_1,1096,4,214,24,2022,22,Abu Dhabi Grand Prix,Alpine F1 Team,Yas Marina Circuit,19,1,21740,58,10,7,81.0,167.0,3402,19.0,39,0.771,5.7,0,1383.6666666666715,3,0,2,5.0,0.3275862068965517,0.3275862068965517,0.7139064699090656,Standard
1096_815_1,1096,815,9,24,2022,22,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,15,1,21360,58,2,3,290.0,719.0,4158,15.0,43,1.385,2.396,0,1358.3333333333285,-1,0,5,1.0,0.25862068965517243,0.25862068965517243,0.7137512871228453,Standard
1098_4_2,1098,4,117,3,2023,1,Bahrain Grand Prix,Aston Martin,Bahrain International Circuit,34,2,24869,57,5,3,0.0,0.0,2811,20.0,23,24.007,6.461,0,341.0,2,1,4,1.0,0.5964912280701754,0.3508771929824561,0.1740190939808533,Standard
1098_807_1,1098,807,210,3,2023,1,Bahrain Grand Prix,Haas F1 Team,Bahrain International Circuit,11,1,26075,57,10,16,0.0,0.0,6306,11.0,46,0.683,0.78,0,1221.3333333333285,-6,2,5,-2.0,0.19298245614035087,0.19298245614035087,1.1559748175742888,Undercut
1098_807_3,1098,807,210,3,2023,1,Bahrain Grand Prix,Haas F1 Team,Bahrain International Circuit,40,3,27080,57,10,16,0.0,0.0,21708,14.0,17,5.91,47.01,0,1180.0,-6,5,5,0.5,0.7017543859649122,0.24561403508771928,0.16554679424902735,Standard
1098_839_1,1098,839,214,3,2023,1,Bahrain Grand Prix,Alpine F1 Team,Bahrain International Circuit,12,1,24966,57,9,9,0.0,0.0,4244,12.0,45,9.278,5.147,0,1376.6666666666715,0,1,7,-1.0,0.21052631578947367,0.21052631578947367,0.2599761762105701,Standard
1098_840_2,1098,840,117,3,2023,1,Bahrain Grand Prix,Aston Martin,Bahrain International Circuit,30,2,24639,57,8,8,0.0,0.0,3960,15.0,27,5.022,23.497,0,1311.0,0,1,3,-4.0,0.5263157894736842,0.2631578947368421,0.2068791131704738,Standard
1098_844_2,1098,844,6,3,2023,1,Bahrain Grand Prix,Ferrari,Bahrain International Circuit,33,2,24644,57,3,3,0.0,0.0,3692,20.0,24,11.677,12.663,0,1063.6666666666715,0,0,4,1.0,0.5789473684210527,0.3508771929824561,0.15207338463410225,Standard
1098_846_1,1098,846,1,3,2023,1,Bahrain Grand Prix,McLaren,Bahrain International Circuit,10,1,32766,57,11,13,0.0,0.0,3744,10.0,47,1.397,2.189,0,1011.6666666666715,-2,0,1,-3.0,0.17543859649122806,0.17543859649122806,0.7307660759706296,Standard
1098_848_2,1098,848,3,3,2023,1,Bahrain Grand Prix,Williams,Bahrain International Circuit,26,2,24920,57,15,10,0.0,0.0,4138,15.0,31,9.428,1.142,0,1369.3333333333285,5,0,1,-4.0,0.45614035087719296,0.2631578947368421,0.5627490735457973,Standard
1098_856_1,1098,856,213,3,2023,1,Bahrain Grand Prix,AlphaTauri,Bahrain International Circuit,11,1,25018,57,19,17,0.0,0.0,5087,11.0,46,0.78,11.853,0,1116.6666666666715,2,3,6,-2.0,0.19298245614035087,0.19298245614035087,0.6396006003932104,Standard
1099_832_1,1099,832,6,77,2023,2,Saudi Arabian Grand Prix,Ferrari,Jeddah Corniche Circuit,15,1,20760,50,4,4,12.0,12.0,2522,15.0,35,6.673,1.536,0,399.3333333333285,0,0,2,2.0,0.3,0.3,0.5246488876354096,Standard
1099_844_1,1099,844,6,77,2023,2,Saudi Arabian Grand Prix,Ferrari,Jeddah Corniche Circuit,16,1,20026,50,12,5,0.0,12.0,3072,16.0,34,2.203,3.422,0,359.6666666666715,7,0,2,3.0,0.32,0.32,0.5383493228377455,Standard
1100_852_1,1100,852,213,1,2023,3,Australian Grand Prix,AlphaTauri,Albert Park Grand Prix Circuit,8,1,931820,58,12,8,0.0,0.0,1004034,8.0,50,3.87,3.929,1,6079.6666666666715,4,7,10,-10.0,0.13793103448275862,0.13793103448275862,0.40821971794137946,Emergency
1100_855_2,1100,855,51,1,2023,3,Australian Grand Prix,Alfa Romeo,Albert Park Grand Prix Circuit,8,2,937849,58,17,15,0.0,4.0,1021212,7.0,50,3.674,2.227,1,5476.6666666666715,2,14,17,-8.0,0.13793103448275862,0.1206896551724138,0.5238348503394352,Emergency
1101_847_1,1101,847,131,73,2023,4,Azerbaijan Grand Prix,Mercedes,Baku City Circuit,11,1,20459,51,11,5,18.0,56.0,42958,11.0,40,6.584,0.051,1,173.66666666667152,6,5,9,0.0,0.21568627450980393,0.21568627450980393,1.0833313260025614,Standard
1101_852_1,1101,852,213,73,2023,4,Azerbaijan Grand Prix,AlphaTauri,Baku City Circuit,8,1,20497,51,8,10,1.0,1.0,4621,8.0,43,6.902,0.73,0,134.33333333332848,-2,0,2,-3.0,0.1568627450980392,0.1568627450980392,0.7045849225263817,Standard
1102_840_1,1102,840,117,79,2023,5,Miami Grand Prix,Aston Martin,Miami International Autodrome,42,1,22651,57,18,8,27.0,87.0,5016,42.0,15,3.429,0.043,0,22.0,10,0,0,16.0,0.7368421052631579,0.7368421052631579,1.1845573723434861,Standard
1104_807_2,1104,807,210,6,2023,6,Monaco Grand Prix,Haas F1 Team,Circuit de Monaco,54,2,34725,78,18,18,6.0,8.0,62652,53.0,24,10.056,30.527,1,16449.66666666667,0,7,13,37.5,0.6923076923076923,0.6794871794871795,0.12216746934621588,Emergency
1105_839_1,1105,839,214,4,2023,7,Spanish Grand Prix,Alpine F1 Team,Circuit de Barcelona-Catalunya,13,1,22112,66,6,8,21.0,35.0,4680,13.0,53,1.635,1.839,0,1186.0,-2,0,0,-5.0,0.19696969696969696,0.19696969696969696,0.7317433444306832,Standard
1105_847_1,1105,847,131,4,2023,7,Spanish Grand Prix,Mercedes,Circuit de Barcelona-Catalunya,25,1,22275,66,12,2,50.0,119.0,4129,25.0,41,25.296,2.816,0,353.0,10,0,2,7.0,0.3787878787878788,0.3787878787878788,0.3000831048428502,Standard
1105_848_2,1105,848,3,4,2023,7,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,37,2,23449,66,18,19,1.0,1.0,5639,21.0,29,0.433,22.664,0,554.3333333333285,-1,0,3,0.0,0.5606060606060606,0.3181818181818182,0.7400949888341408,Standard
1105_856_1,1105,856,213,4,2023,7,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,9,1,22522,66,14,16,0.0,2.0,3704,9.0,57,0.653,1.031,0,503.3333333333285,-2,1,2,-9.0,0.13636363636363635,0.13636363636363635,1.0973289690379875,Undercut
1105_858_1,1105,858,3,4,2023,7,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,17,1,22583,66,20,14,0.0,1.0,5193,17.0,49,0.805,1.195,0,1034.6666666666715,6,1,4,-1.0,0.25757575757575757,0.25757575757575757,1.0095974861022594,Undercut
1105_858_2,1105,858,3,4,2023,7,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,36,2,23827,66,20,20,0.0,1.0,4346,19.0,30,1.742,,0,1095.6666666666715,0,1,4,-2.0,0.5454545454545454,0.2878787878787879,,Standard
1106_855_1,1106,855,51,7,2023,8,Canadian Grand Prix,Alfa Romeo,Circuit Gilles Villeneuve,12,1,24161,70,20,13,4.0,8.0,30192,12.0,58,4.914,0.303,1,160.0,7,7,11,-7.0,0.17142857142857143,0.17142857142857143,0.9365500025824228,Standard
1106_857_2,1106,857,1,7,2023,8,Canadian Grand Prix,McLaren,Circuit Gilles Villeneuve,37,2,23436,70,8,13,5.0,17.0,16018,25.0,33,0.535,3.582,0,449.6666666666715,-5,1,5,-3.0,0.5285714285714286,0.35714285714285715,0.8697111057714865,Undercut
1107_822_2,1107,822,51,70,2023,9,Austrian Grand Prix,Alfa Romeo,Red Bull Ring,21,2,31785,71,14,18,5.0,9.0,4020,19.0,50,0.154,5.834,0,921.6666666666715,-4,0,0,-6.0,0.29577464788732394,0.2676056338028169,1.012878314107919,Undercut
1108_848_1,1108,848,3,9,2023,10,British Grand Prix,Williams,Silverstone Circuit,32,1,29634,52,8,6,7.0,7.0,3957,32.0,20,1.067,1.448,1,39.66666666667152,2,0,2,19.0,0.6153846153846154,0.6153846153846154,0.8922896686492691,Overcut
1108_855_3,1108,855,51,9,2023,10,British Grand Prix,Alfa Romeo,Silverstone Circuit,36,3,34374,52,17,15,4.0,9.0,48003,3.0,16,1.348,1.184,1,32270.66666666667,2,0,0,-17.0,0.6923076923076923,0.057692307692307696,0.8837698360696657,Undercut
1109_807_2,1109,807,210,11,2023,11,Hungarian Grand Prix,Haas F1 Team,Hungaroring,38,2,21955,70,10,12,9.0,11.0,2569,22.0,32,4.589,2.798,0,613.3333333333285,-2,0,0,0.0,0.5428571428571428,0.3142857142857143,0.4422193560641714,Standard
1109_815_1,1109,815,9,11,2023,11,Hungarian Grand Prix,Red Bull,Hungaroring,24,1,21862,70,9,3,156.0,411.0,2922,24.0,46,0.527,2.461,0,245.0,6,0,1,9.0,0.34285714285714286,0.34285714285714286,0.9438126815652077,Standard
1109_852_2,1109,852,213,11,2023,11,Hungarian Grand Prix,AlphaTauri,Hungaroring,44,2,21181,70,17,11,2.0,2.0,5150,35.0,26,8.339,0.958,0,1406.3333333333285,6,2,6,13.0,0.6285714285714286,0.5,0.6178030754201,Overcut
1109_858_1,1109,858,3,11,2023,11,Hungarian Grand Prix,Williams,Hungaroring,13,1,24001,70,20,13,0.0,11.0,2577,13.0,57,0.787,7.735,0,159.66666666667152,7,0,0,-2.0,0.18571428571428572,0.18571428571428572,0.6740790591849999,Standard
1110_1_2,1110,1,131,13,2023,12,Belgian Grand Prix,Mercedes,Circuit de Spa-Francorchamps,27,2,23023,44,3,4,133.0,223.0,4569,15.0,17,7.72,10.539,0,660.0,-1,0,3,0.0,0.6136363636363636,0.3409090909090909,0.20134152149352297,Standard
1110_807_1,1110,807,210,13,2023,12,Belgian Grand Prix,Haas F1 Team,Circuit de Spa-Francorchamps,12,1,24571,44,0,12,9.0,11.0,5108,12.0,32,1.972,0.652,0,497.0,-12,1,2,2.0,0.2727272727272727,0.2727272727272727,0.9418006315604235,Standard
1110_807_2,1110,807,210,13,2023,12,Belgian Grand Prix,Haas F1 Team,Circuit de Spa-Francorchamps,24,2,25238,44,0,13,9.0,11.0,4909,12.0,20,0.55,1.578,0,2913.0,-13,2,6,-3.0,0.5454545454545454,0.2727272727272727,1.0330588853574914,Undercut
1110_840_1,1110,840,117,13,2023,12,Belgian Grand Prix,Aston Martin,Circuit de Spa-Francorchamps,20,1,25397,44,10,11,45.0,184.0,9834,20.0,24,1.083,2.227,0,2124.3333333333285,-1,0,0,10.0,0.45454545454545453,0.45454545454545453,0.7899621547132698,Undercut
1110_842_1,1110,842,214,13,2023,12,Belgian Grand Prix,Alpine F1 Team,Circuit de Spa-Francorchamps,23,1,25664,44,12,8,16.0,47.0,7850,23.0,21,1.263,1.754,0,3528.3333333333285,4,0,2,13.0,0.5227272727272727,0.5227272727272727,0.8049995009869548,Undercut
1111_822_4,1111,822,51,39,2023,13,Dutch Grand Prix,Alfa Romeo,Circuit Park Zandvoort,63,4,2405113,72,18,15,5.0,9.0,62234,4.0,9,6.394,13.994,1,14507.0,3,10,14,3.0,0.875,0.05555555555555555,0.20193813707973496,Emergency
1111_839_5,1111,839,214,39,2023,13,Dutch Grand Prix,Alpine F1 Team,Circuit Park Zandvoort,63,5,2432201,72,16,11,35.0,57.0,46985,2.0,9,4.555,20.296,1,18722.33333333333,5,6,10,-7.0,0.875,0.027777777777777776,0.22697517685652863,Emergency
1111_842_1,1111,842,214,39,2023,13,Dutch Grand Prix,Alpine F1 Team,Circuit Park Zandvoort,1,1,28469,72,12,16,22.0,57.0,0,1.0,71,1.092,1.576,0,,-4,2,2,-18.0,0.013888888888888888,0.013888888888888888,0.8662102300393097,Undercut
1111_842_4,1111,842,214,39,2023,13,Dutch Grand Prix,Alpine F1 Team,Circuit Park Zandvoort,60,4,20417,72,12,4,22.0,57.0,5914,14.0,12,15.308,1.258,0,745.0,8,1,3,13.0,0.8333333333333334,0.19444444444444445,0.5041893940233325,Standard
1111_844_2,1111,844,6,39,2023,13,Dutch Grand Prix,Ferrari,Circuit Park Zandvoort,11,2,27202,72,9,4,99.0,191.0,6074,10.0,61,12.64,4.038,0,1441.3333333333285,5,2,13,-15.5,0.1527777777777778,0.1388888888888889,0.27180524785821303,Standard
1111_846_3,1111,846,1,39,2023,13,Dutch Grand Prix,McLaren,Circuit Park Zandvoort,42,3,18878,72,2,10,69.0,103.0,4133,32.0,30,1.393,3.092,0,482.0,-8,0,1,19.0,0.5833333333333334,0.4444444444444444,0.6622647760105129,Overcut
1111_847_4,1111,847,131,39,2023,13,Dutch Grand Prix,Mercedes,Circuit Park Zandvoort,60,4,24019,72,3,9,99.0,247.0,7583,44.0,12,3.57,1.245,0,778.0,-6,4,6,43.0,0.8333333333333334,0.6111111111111112,0.6642526791849624,Overcut
1111_857_1,1111,857,1,39,2023,13,Dutch Grand Prix,McLaren,Circuit Park Zandvoort,15,1,18979,72,8,12,34.0,103.0,6664,15.0,57,0.746,8.934,0,517.3333333333285,-4,0,0,-4.0,0.20833333333333334,0.20833333333333334,0.673402071080356,Standard
1111_857_2,1111,857,1,39,2023,13,Dutch Grand Prix,McLaren,Circuit Park Zandvoort,46,2,19120,72,8,8,34.0,103.0,4805,31.0,26,0.253,4.87,0,354.6666666666715,0,1,4,5.5,0.6388888888888888,0.4305555555555556,0.9684423482449617,Standard
1111_857_5,1111,857,1,39,2023,13,Dutch Grand Prix,McLaren,Circuit Park Zandvoort,64,5,38453,72,8,10,34.0,103.0,2463980,1.0,8,4.205,2.596,1,28391.0,-2,9,22,-8.0,0.8888888888888888,0.013888888888888888,0.47020972176364173,Emergency
1112_842_2,1112,842,214,14,2023,14,Italian Grand Prix,Alpine F1 Team,Autodromo Nazionale di Monza,31,2,24686,51,17,17,37.0,73.0,5169,21.0,20,0.03,6.189,0,485.6666666666715,0,0,0,4.0,0.6078431372549019,0.4117647058823529,1.1099751913319567,Standard
1113_832_1,1113,832,6,15,2023,15,Singapore Grand Prix,Ferrari,Marina Bay Street Circuit,20,1,29499,62,1,1,117.0,228.0,17832,20.0,42,,9.198,1,164.33333333332848,0,0,1,7.0,0.3225806451612903,0.3225806451612903,,Standard
1113_839_1,1113,839,214,15,2023,15,Singapore Grand Prix,Alpine F1 Team,Marina Bay Street Circuit,20,1,29755,62,8,8,36.0,73.0,25802,20.0,42,3.268,6.167,1,411.0,0,6,7,7.0,0.3225806451612903,0.3225806451612903,0.373830174721718,Standard
1113_848_2,1113,848,3,15,2023,15,Singapore Grand Prix,Williams,Marina Bay Street Circuit,43,2,29787,62,14,12,21.0,21.0,20566,23.0,19,5.242,3.091,1,354.0,2,0,0,9.0,0.6935483870967742,0.3709677419354839,0.404644074946364,Standard
1114_815_2,1114,815,9,22,2023,16,Japanese Grand Prix,Red Bull,Suzuka Circuit,12,2,41499,53,5,17,223.0,597.0,21341,10.0,41,0.311,1.188,0,998.0,-12,0,3,-3.0,0.22641509433962265,0.18867924528301888,1.2198148977084633,Undercut
1114_846_1,1114,846,1,22,2023,16,Japanese Grand Prix,McLaren,Suzuka Circuit,17,1,23523,53,3,1,97.0,139.0,3580,17.0,36,,1.669,0,9650.0,2,0,2,5.0,0.32075471698113206,0.32075471698113206,,Standard
1115_807_2,1115,807,210,78,2023,17,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,27,2,28274,57,14,11,9.0,12.0,5827,14.0,30,0.047,2.108,0,676.6666666666715,3,1,7,-5.0,0.47368421052631576,0.24561403508771928,1.2768601593816493,Undercut
1115_859_1,1115,859,213,78,2023,17,Qatar Grand Prix,AlphaTauri,Losail International Circuit,3,1,29330,57,17,17,2.0,5.0,13337,3.0,54,0.813,0.355,1,7130.5,0,3,4,-19.5,0.05263157894736842,0.05263157894736842,1.2895793602172094,Undercut
1116_822_1,1116,822,51,69,2023,18,United States Grand Prix,Alfa Romeo,Circuit of the Americas,10,1,24783,56,13,12,10.0,16.0,689,10.0,46,1.544,1.596,0,466.3333333333285,1,1,2,-4.0,0.17857142857142858,0.17857142857142858,0.7782897733329457,Undercut
1116_822_2,1116,822,51,69,2023,18,United States Grand Prix,Alfa Romeo,Circuit of the Americas,28,2,25020,56,13,13,10.0,16.0,1686,18.0,28,1.862,1.464,0,927.0,0,0,1,-1.0,0.5,0.32142857142857145,0.7552501656275241,Undercut
1116_842_1,1116,842,214,69,2023,18,United States Grand Prix,Alpine F1 Team,Circuit of the Americas,18,1,23900,56,7,5,46.0,90.0,1512,18.0,38,2.36,1.718,0,850.3333333333285,2,0,5,4.0,0.32142857142857145,0.32142857142857145,0.6655366340796804,Standard
1116_852_2,1116,852,213,69,2023,18,United States Grand Prix,AlphaTauri,Circuit of the Americas,34,2,24125,56,11,9,3.0,5.0,734,17.0,22,7.175,0.655,0,524.0,2,1,2,-2.0,0.6071428571428571,0.30357142857142855,0.726553766272162,Standard
1116_855_2,1116,855,51,69,2023,18,United States Grand Prix,Alfa Romeo,Circuit of the Americas,27,2,24717,56,12,16,6.0,16.0,4927,18.0,29,0.181,1.239,0,1415.3333333333285,-4,0,0,-1.0,0.48214285714285715,0.32142857142857145,1.293368009714631,Undercut
1117_4_1,1117,4,117,32,2023,19,Mexico City Grand Prix,Aston Martin,Autódromo Hermanos Rodríguez,29,1,22844,71,13,15,183.0,236.0,3756,29.0,42,1.869,0.007,0,442.0,-2,0,2,9.0,0.4084507042253521,0.4084507042253521,1.341602162347015,Standard
1117_825_1,1117,825,210,32,2023,19,Mexico City Grand Prix,Haas F1 Team,Autódromo Hermanos Rodríguez,23,1,23642,71,16,13,3.0,12.0,4188,23.0,48,1.069,1.64,0,1427.3333333333285,3,1,3,3.0,0.323943661971831,0.323943661971831,0.8621131566999136,Undercut
1117_852_2,1117,852,213,32,2023,19,Mexico City Grand Prix,AlphaTauri,Autódromo Hermanos Rodríguez,34,2,1218057,71,18,8,8.0,10.0,55006,25.0,37,3.348,2.149,1,9462.333333333328,10,7,10,-6.0,0.4788732394366197,0.352112676056338,0.5475519308856099,Emergency
1118_1_2,1118,1,131,18,2023,20,São Paulo Grand Prix,Mercedes,Autódromo José Carlos Pace,2,2,1406375,71,5,3,220.0,371.0,17028,1.0,69,2.359,1.684,0,0.0,2,2,19,-18.0,0.028169014084507043,0.014084507042253521,0.6702858925173334,Emergency
1118_1_4,1118,1,131,18,2023,20,São Paulo Grand Prix,Mercedes,Autódromo José Carlos Pace,46,4,24074,71,5,7,220.0,371.0,4976,28.0,25,8.854,2.126,0,1397.3333333333285,-2,1,3,4.0,0.647887323943662,0.39436619718309857,0.42137926458215735,Standard
1118_815_2,1118,815,9,18,2023,20,São Paulo Grand Prix,Red Bull,Autódromo José Carlos Pace,2,2,1411712,71,9,7,240.0,731.0,10909,1.0,69,2.361,1.913,0,0.0,2,6,23,-18.0,0.028169014084507043,0.014084507042253521,0.6408192026775088,Emergency
1118_822_1,1118,822,51,18,2023,20,São Paulo Grand Prix,Alfa Romeo,Autódromo José Carlos Pace,1,1,20732,71,18,13,10.0,16.0,0,1.0,70,0.572,4.671,0,,5,12,12,-11.0,0.014084507042253521,0.014084507042253521,0.8124680587767863,Undercut
1118_842_1,1118,842,214,18,2023,20,São Paulo Grand Prix,Alpine F1 Team,Autódromo José Carlos Pace,1,1,20523,71,15,12,56.0,101.0,0,1.0,70,1.661,0.572,0,,3,11,11,-11.0,0.014084507042253521,0.014084507042253521,1.011930887487055,Undercut
1118_855_2,1118,855,51,18,2023,20,São Paulo Grand Prix,Alfa Romeo,Autódromo José Carlos Pace,2,2,1419945,71,20,13,6.0,16.0,0,1.0,69,3.325,1.527,0,0.0,7,12,29,-18.0,0.028169014084507043,0.014084507042253521,0.6269400303313806,Emergency
1118_857_2,1118,857,1,18,2023,20,São Paulo Grand Prix,McLaren,Autódromo José Carlos Pace,2,2,38489,71,10,16,87.0,256.0,1547713,1.0,69,,6.599,0,0.0,-6,15,32,-18.0,0.028169014084507043,0.014084507042253521,,Emergency
1118_857_4,1118,857,1,18,2023,20,São Paulo Grand Prix,McLaren,Autódromo José Carlos Pace,52,4,23338,71,10,15,87.0,256.0,7288,28.0,19,11.961,,0,696.6666666666715,-5,1,3,4.0,0.7323943661971831,0.39436619718309857,,Standard
1118_858_4,1118,858,3,18,2023,20,São Paulo Grand Prix,Williams,Autódromo José Carlos Pace,44,4,24137,71,19,12,1.0,28.0,5894,27.0,27,3.604,5.744,0,1092.6666666666715,7,0,0,3.0,0.6197183098591549,0.38028169014084506,0.3654823852176611,Standard
1119_817_1,1119,817,213,80,2023,21,Las Vegas Grand Prix,AlphaTauri,Las Vegas Strip Street Circuit,17,1,22242,50,14,12,6.0,21.0,6247,17.0,33,1.678,0.631,0,507.0,2,2,7,2.0,0.34,0.34,0.9865337795668225,Standard
1119_825_2,1119,825,210,80,2023,21,Las Vegas Grand Prix,Haas F1 Team,Las Vegas Strip Street Circuit,26,2,21868,50,8,14,3.0,12.0,23635,12.0,24,10.018,3.593,1,423.3333333333285,-6,7,8,-7.0,0.52,0.24,0.30848319498718657,Standard
1119_847_2,1119,847,131,80,2023,21,Las Vegas Grand Prix,Mercedes,Las Vegas Strip Street Circuit,26,2,21952,50,3,5,156.0,382.0,17304,11.0,24,2.939,2.26,1,1042.6666666666715,-2,3,4,-8.0,0.52,0.22,0.5606200072579226,Standard
